0;8,12E-02
1;2,74E-01
2;4,36E-01
3;5,89E-01
4;6,90E-01
5;1,00E+00
6;1,41E-02
7;1,91E+00
8;2,49E+00
9;3,73E-01
10;4,45E+00
11;6,95E+00
12;0.000113018
13;0.000113966
14;0.000142516
15;0.000182501
16;0.000168361
17;0.000189097
18;0.000221335
19;0.000231991
20;0.000262943
21;0.000294031
22;0.000303604
23;0.000302589
24;0.000300762
25;0.000287502
26;0.000274411
27;0.000255738
28;0.000254587
29;0.000217309
30;0.000209055
31;0.000199516
32;0.000186763
33;0.00017127
34;0.000166026
35;0.000157062
36;0.000153003
37;0.0001528
38;0.000139438
39;0.00013318
40;0.000127125
41;0.000119006
42;0.000113255
43;0.000110278
44;0.000106084
45;0.000105001
46;0.000105373
47;9,88E+00
48;9,90E+00
49;9,44E+00
50;9,48E+00
51;9,45E+00
52;9,76E+00
53;9,37E+00
54;9,67E+00
55;9,11E+00
56;9,22E+00
57;9,21E+00
58;9,01E+00
59;9,13E+00
60;8,61E+00
61;8,54E-01
62;8,31E+00
63;7,98E+00
64;7,56E+00
65;7,50E+00
66;7,43E+00
67;7,23E-01
68;7,59E+00
69;7,40E+00
70;7,28E+00
71;7,54E-01
72;7,42E+00
73;7,21E+00
74;7,62E+00
75;7,51E+00
76;7,57E+00
77;7,80E+00
78;7,46E+00
79;7,02E+00
80;6,84E+00
81;6,98E+00
82;6,91E+00
83;6,88E+00
84;6,61E+00
85;6,74E+00
86;6,37E+00
87;6,21E+00
88;6,28E+00
89;6,22E-01
90;6,04E+00
91;5,93E+00
92;5,66E-02
93;5,27E+00
94;5,51E+00
95;5,30E+00
96;5,38E+00
97;5,26E+00
98;5,22E+00
99;4,97E+00
100;5,49E+00
101;4,98E+00
102;4,88E+00
103;5,11E+00
104;5,09E+00
105;4,60E+00
106;4,49E+00
107;4,60E+00
108;4,66E+00
109;4,72E+00
110;4,71E+00
111;4,35E+00
112;4,20E+00
113;4,08E+00
114;3,79E+00
115;3,82E+00
116;4,01E+00
117;3,76E+00
118;3,67E+00
119;3,57E+00
120;3,42E-01
121;3,37E+00
122;3,14E+00
123;3,11E+00
124;2,99E+00
125;3,19E+00
126;3,05E+00
127;2,89E+00
128;2,87E+00
129;2,81E-01
130;2,81E-01
131;2,57E+00
132;2,70E+00
133;2,50E+00
134;2,54E+00
135;2,45E+00
136;2,47E+00
137;2,45E+00
138;2,54E+00
139;2,34E+00
140;2,38E+00
141;2,46E+00
142;2,39E+00
143;2,26E+00
144;2,25E+00
145;2,25E+00
146;2,21E+00
147;2,02E+00
148;2,20E+00
149;2,04E+00
150;2,31E+00
151;2,28E+00
152;2,11E+00
153;2,17E+00
154;2,06E+00
155;2,21E+00
156;1,99E+00
157;1,99E+00
158;1,92E-01
159;1,97E+00
160;1,78E+00
161;1,73E+00
162;1,75E+00
163;1,73E-01
164;1,75E+00
165;1,65E+00
166;1,54E+00
167;1,39E+00
168;1,39E+00
169;1,61E+00
170;1,41E-02
171;1,56E+00
172;1,43E+00
173;1,33E+00
174;1,31E+00
175;1,32E+00
176;1,48E+00
177;1,42E+00
178;1,43E+00
179;1,42E+00
180;1,48E+00
181;1,44E+00
182;1,33E+00
183;1,44E+00
184;1,21E+00
185;1,32E-01
186;1,40E+00
187;1,46E+00
188;1,77E+00
189;1,44E+00
190;1,46E+00
191;1,34E+00
192;1,39E+00
193;1,21E+00
194;1,12E-01
195;1,37E+00
196;1,24E+00
197;1,24E+00
198;1,28E+00
199;1,22E+00
200;1,27E+00
201;1,33E+00
202;1,33E+00
203;1,34E-01
204;1,33E+00
205;1,28E+00
206;1,48E+00
207;1,40E+00
208;1,39E-01
209;1,47E+00
210;1,50E+00
211;1,42E+00
212;1,50E+00
213;1,62E+00
214;1,75E+00
215;1,80E+00
216;1,87E+00
217;1,97E+00
218;2,23E+00
219;2,18E+00
220;1,91E+00
221;2,01E+00
222;1,65E+00
223;1,70E+00
224;1,75E+00
225;1,85E+00
226;1,77E+00
227;1,89E+00
228;2,04E+00
229;2,11E+00
230;2,44E+00
231;2,49E+00
232;1,99E+00
233;2,74E+00
234;1,94E+00
235;1,99E+00
236;1,76E+00
237;1,78E+00
238;1,71E-01
239;1,63E+00
240;1,92E+00
241;1,46E+00
242;2,68E+00
243;1,85E+00
244;2,09E+00
245;1,89E+00
246;5,27E+00
247;1,91E+00
248;2,47E-01
249;2,10E-01
250;8,46E-02
251;4,74E-02
252;3,04E-03
253;2,03E-02
254;1,69E-02
255;
