0,0.0000000000
1,0.0000000000
2,0.0000000000
3,0.0000000000
4,0.0000000000
5,0.0000000000
6,0.0000000000
7,0.0000000000
8,0.0000000000
9,0.0000000000
10,0.0000000000
11,0.0000000000
12,0.0509394290
13,0.0000000000
14,0.0000000000
15,0.0000000000
16,0.0000000000
17,0.0000000000
18,0.0000000000
19,0.0000000000
20,0.0000000000
21,0.0000000000
22,0.0409370177
23,0.0000000000
24,0.0000000000
25,0.0000000000
26,0.0000000000
27,0.0000000000
28,0.0000000000
29,0.0000000000
30,0.0000000000
31,0.0374980710
32,0.0000000000
33,0.0000000000
34,0.0146006944
35,0.0000000000
36,0.0000000000
37,0.0144839892
38,0.0000000000
39,0.0000000000
40,0.0000000000
41,0.0000000000
42,0.0000000000
43,0.0268774113
44,0.0000000000
45,0.0000000000
46,0.0000000000
47,0.0000000000
48,0.0200597994
49,0.0000000000
50,0.0091806520
51,0.0000000000
52,0.0093311150
53,0.0000000000
54,0.0104962384
55,0.0000000000
56,0.0088720100
57,0.0000000000
58,0.0000000000
59,0.0000000000
60,0.0159230324
61,0.0077425733
62,0.0000000000
63,0.0082817323
64,0.0000000000
65,0.0000000000
66,0.0000000000
67,0.0173042052
68,0.0072579090
69,0.0071137153
70,0.0072646605
71,0.0071884645
72,0.0073326582
73,0.0000000000
74,0.0079253472
75,0.0000000000
76,0.0096768904
77,0.0000000000
78,0.0079364390
79,0.0074585262
80,0.0000000000
81,0.0000000000
82,0.0140485147
83,0.0067221258
84,0.0066222994
85,0.0069029707
86,0.0073553241
87,0.0000000000
88,0.0085117670
89,0.0069502315
90,0.0000000000
91,0.0000000000
92,0.0123042052
93,0.0054943094
94,0.0053737461
95,0.0054542824
96,0.0056216242
97,0.0059206211
98,0.0059630594
99,0.0061844136
100,0.0060585455
101,0.0061675347
102,0.0071402392
103,0.0000000000
104,0.0108506944
105,0.0075815008
106,0.0068696952
107,0.0069801312
108,0.0000000000
109,0.0000000000
110,0.0138165509
111,0.0000000000
112,0.0000000000
113,0.0132417052
114,0.0000000000
115,0.0000000000
116,0.0122960069
117,0.0000000000
118,0.0000000000
119,0.0117872299
120,0.0058810764
121,0.0057894483
122,0.0060170718
123,0.0059847608
124,0.0060783179
125,0.0063044946
126,0.0066083140
127,0.0072222222
128,0.0076007909
129,0.0000000000
130,0.0080430170
131,0.0077247299
132,0.0071725502
133,0.0071711034
134,0.0073586998
135,0.0000000000
136,0.0082093943
137,0.0000000000
138,0.0000000000
139,0.0153872492
140,0.0000000000
141,0.0000000000
142,0.0136834491
143,0.0000000000
144,0.0000000000
145,0.0122974537
146,0.0000000000
147,0.0115142747
148,0.0054050926
149,0.0050192901
150,0.0049763696
151,0.0051374421
152,0.0050684799
153,0.0046093750
154,0.0047424769
155,0.0049373071
156,0.0245476466
157,0.0074040316
158,0.0074305556
159,0.0071334877
160,0.0068002508
161,0.0141878858
162,0.0095973187
163,0.0102334105
164,0.0078477045
165,0.0043918789
166,0.0227454668
167,0.0084321952
168,0.0993851273
169,0.0000000000
170,0.0000000000
171,0.0000000000
172,0.0000000000
173,0.0000000000
174,0.0000000000
175,0.0000000000
176,0.0000000000
177,0.0000000000
178,0.0000000000
179,0.0000000000
180,0.0000000000
181,0.0000000000
182,0.0000000000
183,0.0000000000
184,0.0000000000
185,0.0000000000
186,0.0000000000
187,0.0000000000
188,0.0000000000
189,0.0000000000
190,0.0000000000
191,0.0000000000
192,0.0000000000
193,0.0000000000
194,0.0000000000
195,0.0000000000
196,0.0000000000
197,0.0000000000
198,0.0000000000
199,0.0000000000
200,0.0000000000
201,0.0000000000
202,0.0000000000
203,0.0000000000
204,0.0000000000
205,0.0000168789
206,0.0000000000
207,0.0000000000
208,0.0000000000
209,0.0000000000
210,0.0000000000
211,0.0000000000
212,0.0000000000
213,0.0000000000
214,0.0000000000
215,0.0000000000
216,0.0000000000
217,0.0000000000
218,0.0000000000
219,0.0000000000
220,0.0000000000
221,0.0000000000
222,0.0000000000
223,0.0000000000
224,0.0000000000
225,0.0000000000
226,0.0000000000
227,0.0000000000
228,0.0000000000
229,0.0000000000
230,0.0000000000
231,0.0000000000
232,0.0000000000
233,0.0000000000
234,0.0000000000
235,0.0000000000
236,0.0000000000
237,0.0000000000
238,0.0000000000
239,0.0000000000
240,0.0000000000
241,0.0000000000
242,0.0000000000
243,0.0000000000
244,0.0000000000
245,0.0000000000
246,0.0000000000
247,0.0000000000
248,0.0000000000
249,0.0000000000
250,0.0000000000
251,0.0000000000
252,0.0000000000
253,0.0000000000
254,0.0000000000
255,0.0000000000
