0,0.0509394290
1,0.0409370177
2,0.0000000000
3,0.0374980710
4,0.0146006944
5,0.0000000000
6,0.0144839892
7,0.0268774113
8,0.0000000000
9,0.0200597994
10,0.0000000000
11,0.0091806520
12,0.0093311150
13,0.0104962384
14,0.0088720100
15,0.0159230324
16,0.0000000000
17,0.0077425733
18,0.0082817323
19,0.0173042052
20,0.0072579090
21,0.0000000000
22,0.0071137153
23,0.0072646605
24,0.0071884645
25,0.0073326582
26,0.0079253472
27,0.0096768904
28,0.0079364390
29,0.0074585262
30,0.0140485147
31,0.0067221258
32,0.0000000000
33,0.0066222994
34,0.0069029707
35,0.0073553241
36,0.0085117670
37,0.0069502315
38,0.0123042052
39,0.0054943094
40,0.0053737461
41,0.0054542824
42,0.0000000000
43,0.0056216242
44,0.0059206211
45,0.0059630594
46,0.0061844136
47,0.0060585455
48,0.0061675347
49,0.0071402392
50,0.0108506944
51,0.0075815008
52,0.0068696952
53,0.0069801312
54,0.0138165509
55,0.0000000000
56,0.0132417052
57,0.0000000000
58,0.0122960069
59,0.0000000000
60,0.0117872299
61,0.0058810764
62,0.0057894483
63,0.0060170718
64,0.0000000000
65,0.0059847608
66,0.0060783179
67,0.0063044946
68,0.0066083140
69,0.0072222222
70,0.0076007909
71,0.0080430170
72,0.0077247299
73,0.0071725502
74,0.0071711034
75,0.0073586998
76,0.0082093943
77,0.0153872492
78,0.0000000000
79,0.0136834491
80,0.0000000000
81,0.0122974537
82,0.0000000000
83,0.0115142747
84,0.0000000000
85,0.0054050926
86,0.0050192901
87,0.0049763696
88,0.0051374421
89,0.0050684799
90,0.0046093750
91,0.0047424769
92,0.0049373071
93,0.0044810957
94,0.0038797261
95,0.0032093943
96,0.0026740934
97,0.0029557292
98,0.0035570988
99,0.0037905093
100,0.0074040316
101,0.0000000000
102,0.0074305556
103,0.0000000000
104,0.0071334877
105,0.0000000000
106,0.0068002508
107,0.0000000000
108,0.0068089313
109,0.0029475309
110,0.0000000000
111,0.0024025849
112,0.0020288387
113,0.0046595293
114,0.0000000000
115,0.0024628665
116,0.0024749228
117,0.0050487076
118,0.0000000000
119,0.0026403356
120,0.0025443673
121,0.0042351466
122,0.0000000000
123,0.0036125579
124,0.0000000000
125,0.0043918789
126,0.0000000000
127,0.0044391397
128,0.0000000000
129,0.0021918403
130,0.0023297647
131,0.0022255980
132,0.0019974923
133,0.0018306327
134,0.0016478588
135,0.0018537809
136,0.0020683835
137,0.0021609761
138,0.0042375579
139,0.0000000000
140,0.0020707948
141,0.0021238426
142,0.0042838542
143,0.0000000000
144,0.0021035880
145,0.0021426505
146,0.0021368634
147,0.0020408951
148,0.0020939429
149,0.0019733796
150,0.0016237461
151,0.0014703897
152,0.0016271219
153,0.0019618056
154,0.0019584298
155,0.0037861690
156,0.0000000000
157,0.0018094136
158,0.0017173032
159,0.0031563465
160,0.0000000000
161,0.0015436921
162,0.0015326003
163,0.0031611690
164,0.0000000000
165,0.0015369406
166,0.0014930556
167,0.0028370949
168,0.0000000000
169,0.0012823110
170,0.0012958140
171,0.0012364969
172,0.0011863426
173,0.0010927855
174,0.0010672261
175,0.0010291281
176,0.0010797647
177,0.0009707755
178,0.0010156250
179,0.0009866898
180,0.0019290123
181,0.0000000000
182,0.0009191744
183,0.0009220679
184,0.0017809606
185,0.0000000000
186,0.0009606481
187,0.0009529321
188,0.0018065201
189,0.0000000000
190,0.0009259259
191,0.0009881366
192,0.0019106867
193,0.0000000000
194,0.0008723958
195,0.0008965085
196,0.0009428048
197,0.0009616127
198,0.0009355710
199,0.0009080826
200,0.0009008488
201,0.0017934992
202,0.0000000000
203,0.0009162809
204,0.0008521412
205,0.0015523727
206,0.0000000000
207,0.0007730517
208,0.0007465278
209,0.0013315008
210,0.0000000000
211,0.0006274113
212,0.0005796682
213,0.0010484182
214,0.0000000000
215,0.0005299961
216,0.0004914159
217,0.0009456983
218,0.0004224537
219,0.0004195602
220,0.0000000000
221,0.0003959298
222,0.0007518326
223,0.0000000000
224,0.0003655478
225,0.0003747106
226,0.0003872492
227,0.0007065008
228,0.0000000000
229,0.0002980324
230,0.0005208333
231,0.0000000000
232,0.0002382330
233,0.0002223187
234,0.0002020640
235,0.0004263117
236,0.0001779514
237,0.0000000000
238,0.0003144290
239,0.0000000000
240,0.0001576968
241,0.0001350309
242,0.0003718171
243,0.0002218364
244,0.0001355131
245,0.0000000000
246,0.0000689622
247,0.0000612461
248,0.0000000000
249,0.0000168789
250,0.0000135031
251,0.0000231481
252,0.0000091628
253,0.0000000000
254,0.0000110918
255,0.0000168789
